screen,candidate,construction_file,construction_line,construction_expr,resolution_kind,auto_class,auto_components,candidate_class,components,component_levels,null_scheme,null_permutes_or_clusters_at,composite_verdict,verdict_reason,evidence,classification_source
E0_I0015_points_skill_decomposition,fga__is_fallback,experiments\exploration\E0_I0014_residual_heterogeneity\s05_abstention.py,30,"f[""%s__is_fallback"" % t].astype(float)",GENERATED[%s__is_fallback],ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0015_points_skill_decomposition,rate_pred_width,experiments\exploration\E0_I0015_points_skill_decomposition\s03_mechanism_and_abstention.py,210,"f[""pts__pred_width""] / f[""minutes__pred_point""]",SUBSCRIPT_ASSIGN,COMPOSITE_RATIO,"[""pts__pred_width"", ""minutes__pred_point""]",COMPOSITE_RATIO,"[""pts__pred_width"", ""minutes__pred_point""]","[""measured var_share_between=0.7178"", ""player-season block, measured vsb=0.7914""]","BETWEEN-block if measured vsb>0.5 else WITHIN-block, chosen from the screen's own share",player-season,NOT_EXPOSED,"the null permutes the ASSEMBLED column, which moves every component simultaneously; all components are on the screen's own level record at or coarser than the permuting entity",grouping_levels.csv; permutation_nulls.npz + screen_results,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E0_I0015_points_skill_decomposition,rate_pred_cv,experiments\exploration\E0_I0015_points_skill_decomposition\s03_mechanism_and_abstention.py,211,"f[""pts__pred_sd""] / f[""pts__pred_point""].replace(0, np.nan)",SUBSCRIPT_ASSIGN,COMPOSITE_RATIO,"[""pts__pred_sd"", ""pts__pred_point""]",COMPOSITE_RATIO,"[""pts__pred_sd"", ""pts__pred_point""]","[""measured var_share_between=1.0000"", ""player-season block, measured vsb=0.8550""]","BETWEEN-block if measured vsb>0.5 else WITHIN-block, chosen from the screen's own share",player-season,NOT_EXPOSED,"the null permutes the ASSEMBLED column, which moves every component simultaneously; all components are on the screen's own level record at or coarser than the permuting entity",grouping_levels.csv; permutation_nulls.npz + screen_results,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E0_I0015_points_skill_decomposition,minutes,arm_incumbent.py,101,"pd.to_numeric(d.minutes, errors=""coerce"")",SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0015_points_skill_decomposition,fga,arm_incumbent.py,103,"pd.to_numeric(d.fga, errors=""coerce"")",SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0015_points_skill_decomposition,pts,arm_incumbent.py,102,"pd.to_numeric(d.pts, errors=""coerce"")",SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0015_points_skill_decomposition,fga_per_min,experiments\exploration\E1_I0030_home_advantage_accounting\s01_guards_and_build.py,264,"np.where(p[""appeared""] == 1,",SUBSCRIPT_ASSIGN,ATOMIC,"[""appeared""]",ATOMIC,"[""appeared""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E0_I0015_points_skill_decomposition,pts_per_fga,experiments\exploration\E0_I0015_points_skill_decomposition\s02_decompose_hybrid.py,52,"""RATE"",  ""r_ppf"",     ""mdl_ppf"",             [""refA_ppf"", ""refB_ppf""]",TUPLE_PAIR,UNDETERMINABLE_SITE,[],UNDETERMINABLE_SITE,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E0_I0015_points_skill_decomposition,pts_per_min,experiments\exploration\E1_I0030_home_advantage_accounting\s01_guards_and_build.py,254,"t[""pts""] / t[""minutes""]",SUBSCRIPT_ASSIGN,COMPOSITE_RATIO,"[""pts"", ""minutes""]",COMPOSITE_RATIO,"[""pts"", ""minutes""]",[],"BETWEEN-block if measured vsb>0.5 else WITHIN-block, chosen from the screen's own share",player-season,UNDETERMINABLE,"the null permutes the ASSEMBLED column, so the invariant turns on whether any component varies FINER than the permuting entity; the level of minutes, pts is not on this screen's own record and was not invented here",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E0_I0015_points_skill_decomposition,A,experiments\exploration\E0_I0010_positional_matchup\analyze.py,166,"demean(w, acol); w[""D""] = demean(w, ""def_pre"")",SUBSCRIPT_ASSIGN,UNDETERMINABLE_EXPR,[],UNDETERMINABLE_EXPR,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E0_I0015_points_skill_decomposition,B,experiments\market_program\M26_CAPTURE_MICROSTRUCTURE_REMEDIATION\tests_M26_sxbet.py,60,"= ""vanished"")",SUBSCRIPT_ASSIGN,UNDETERMINABLE_EXPR,[],UNDETERMINABLE_EXPR,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E0_I0015_points_skill_decomposition,THIN   < 8 prior same-season appearances,experiments\exploration\E0_I0015_points_skill_decomposition\s05_stratified.py,42,gp < 8,TUPLE_PAIR,UNDETERMINABLE_SITE,[],UNDETERMINABLE_SITE,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E0_I0015_points_skill_decomposition,ADEQUATE >= 8 prior appearances,experiments\exploration\E0_I0015_points_skill_decomposition\s05_stratified.py,43,gp >= 8,TUPLE_PAIR,UNDETERMINABLE_SITE,[],UNDETERMINABLE_SITE,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E0_I0015_points_skill_decomposition,fallback rows only,experiments\exploration\E0_I0015_points_skill_decomposition\s05_stratified.py,44,fb == 1,TUPLE_PAIR,UNDETERMINABLE_SITE,[],UNDETERMINABLE_SITE,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E0_I0015_points_skill_decomposition,non-fallback rows only,experiments\exploration\E0_I0015_points_skill_decomposition\s04_findings.py,45,"f[""pts__is_fallback""].to_numpy(float",TUPLE_PAIR,UNDETERMINABLE_SITE,[],UNDETERMINABLE_SITE,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E0_I0015_points_skill_decomposition,POOLED,experiments\exploration\E0_I0015_points_skill_decomposition\s05_stratified.py,46,np.ones(len(f,TUPLE_PAIR,UNDETERMINABLE_SITE,[],UNDETERMINABLE_SITE,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E1_I0021_heterogeneity_diagnostic,refA_ppm_floor,experiments\exploration\E1_I0021_heterogeneity_diagnostic\s02_pooling.py,100,"prior.fillna(lg).fillna(s[""y_ppm_floor""].mean())",SUBSCRIPT_ASSIGN,ATOMIC,"[""y_ppm_floor""]",ATOMIC,"[""y_ppm_floor""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0021_heterogeneity_diagnostic,A01_opp_efg_allowed,experiments\exploration\E0_I0016_efficiency_predictors\s01_build_frame.py,89,"safe_div(PS[""opp_fgm""] + 0.5 * PS[""opp_fg3m""], PS[""opp_fga""])",SUBSCRIPT_ASSIGN,COMPOSITE_SUM,"[""opp_fga"", ""opp_fgm"", ""opp_fg3m""]",COMPOSITE_SUM,"[""opp_fga"", ""opp_fgm"", ""opp_fg3m""]",[],within-player cyclic shift; statistic is the SD of per-player slopes on WITHIN-PLAYER DEMEANED x and y,player,NOT_EXPOSED,"the estimand is a within-entity slope, so the between-entity component is annihilated before the statistic exists (E1_I0040 measured the consequence at 4.441e-16)",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E1_I0021_heterogeneity_diagnostic,A02_opp_ts_allowed,experiments\exploration\E0_I0016_efficiency_predictors\s01_build_frame.py,90,"safe_div(PS[""opp_pts""], 2.0 * (PS[""opp_fga""] + 0.44 * PS[""opp_fta""]))",SUBSCRIPT_ASSIGN,COMPOSITE_SUM,"[""opp_pts"", ""opp_fga"", ""opp_fta""]",COMPOSITE_SUM,"[""opp_pts"", ""opp_fga"", ""opp_fta""]",[],within-player cyclic shift; statistic is the SD of per-player slopes on WITHIN-PLAYER DEMEANED x and y,player,NOT_EXPOSED,"the estimand is a within-entity slope, so the between-entity component is annihilated before the statistic exists (E1_I0040 measured the consequence at 4.441e-16)",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E1_I0021_heterogeneity_diagnostic,A10_opp_defrtg,experiments\exploration\E0_I0016_efficiency_predictors\s01_build_frame.py,98,"100.0 * safe_div(PS[""opp_pts""], PS[""opp_poss""])",SUBSCRIPT_ASSIGN,ATOMIC,"[""opp_pts"", ""opp_poss""]",ATOMIC,"[""opp_pts"", ""opp_poss""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0021_heterogeneity_diagnostic,P01_c04_prevgame,experiments\exploration\E1_I0018_teammate_volume_channel\s01_build_frame.py,174,P01,SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0021_heterogeneity_diagnostic,O01_own_usg_pg,experiments\exploration\E1_I0018_teammate_volume_channel\s01_build_frame.py,173,O01,SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0021_heterogeneity_diagnostic,G01_noise,experiments\exploration\E0_I0016_efficiency_predictors\s01_build_frame.py,255,rng.standard_normal(len(pl)),SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0021_heterogeneity_diagnostic,G01_noise_tvframe,experiments\exploration\E1_I0021_heterogeneity_diagnostic\s02_pooling.py,76,G01_noise_tv,RENAME_TO,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0021_heterogeneity_diagnostic,FAMILY(6 preregistered relationships),experiments\exploration\E1_I0040_audit_extension\scripts\s04_audit_table.py,193,,MENTION,UNDETERMINABLE_SITE,[],UNDETERMINABLE_SITE,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,is_home,experiments\exploration\E1_I0030_home_advantage_accounting\ha_base.py,99,"t[""is_home""].astype(int)",SUBSCRIPT_ASSIGN,ATOMIC,"[""is_home""]",ATOMIC,"[""is_home""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,eastbound,experiments\exploration\E1_I0030_home_advantage_accounting\s01_guards_and_build.py,235,"(t[""tz_delta""] >= 1).astype(float)",SUBSCRIPT_ASSIGN,ATOMIC,"[""tz_delta""]",ATOMIC,"[""tz_delta""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,westbound,experiments\exploration\E1_I0030_home_advantage_accounting\s01_guards_and_build.py,236,"(t[""tz_delta""] <= -1).astype(float)",SUBSCRIPT_ASSIGN,ATOMIC,"[""tz_delta""]",ATOMIC,"[""tz_delta""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,same_zone_travel,experiments\exploration\E1_I0030_home_advantage_accounting\s01_guards_and_build.py,237,"((t[""tz_delta""] == 0) & (t[""changed_venue""] == 1)).astype(float)",SUBSCRIPT_ASSIGN,ATOMIC,"[""tz_delta"", ""changed_venue""]",ATOMIC,"[""tz_delta"", ""changed_venue""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,pts,experiments\exploration\E1_I0030_home_advantage_accounting\s06_travel.py,102,"(""pts"", ""mean""), ppp=(""ppp"", ""mean""), poss=(""poss"", ""mean"")))",NAME_ASSIGN,UNDETERMINABLE_EXPR,[],UNDETERMINABLE_EXPR,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,poss,experiments\exploration\E1_I0030_home_advantage_accounting\ha_base.py,103,"possessions(t[""fga""], t[""oreb""], t[""tov""], t[""fta""])",SUBSCRIPT_ASSIGN,ATOMIC,"[""fga"", ""oreb"", ""tov"", ""fta""]",ATOMIC,"[""fga"", ""oreb"", ""tov"", ""fta""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,ppp,experiments\exploration\E1_I0030_home_advantage_accounting\s01_guards_and_build.py,253,"t[""pts""] / t[""poss""]",SUBSCRIPT_ASSIGN,COMPOSITE_RATIO,"[""pts"", ""poss""]",COMPOSITE_RATIO,"[""pts"", ""poss""]",[],paired game sign flip,game,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E1_I0030_home_advantage_accounting,minutes,experiments\exploration\E1_I0030_home_advantage_accounting\ha_base.py,125,"p[""minutes""].fillna(0.0)",SUBSCRIPT_ASSIGN,ATOMIC,"[""minutes""]",ATOMIC,"[""minutes""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,fga,experiments\exploration\E1_I0030_home_advantage_accounting\s03_player_reconcile.py,248,"(""fga"", ""sum""), fta=(""fta"", ""sum""), fg3a=(""fg3a"", ""sum""),",NAME_ASSIGN,UNDETERMINABLE_EXPR,[],UNDETERMINABLE_EXPR,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,fg2a,experiments\exploration\E1_I0030_home_advantage_accounting\ha_base.py,105,"t[""fga""] - t[""fg3a""]",SUBSCRIPT_ASSIGN,COMPOSITE_DIFFERENCE,"[""fga"", ""fg3a""]",COMPOSITE_DIFFERENCE,"[""fga"", ""fg3a""]",[],paired game sign flip,game,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E1_I0030_home_advantage_accounting,fg3a,experiments\exploration\E1_I0030_home_advantage_accounting\s00_prereg.py,27,"""three-point attempts""",TUPLE_PAIR,UNDETERMINABLE_SITE,[],UNDETERMINABLE_SITE,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,fta,experiments\exploration\E1_I0030_home_advantage_accounting\s03_player_reconcile.py,361,"(""fta"", ""mean""), ftm=(""ftm"", ""mean""), fga=(""fga"", ""mean""))",NAME_ASSIGN,UNDETERMINABLE_EXPR,[],UNDETERMINABLE_EXPR,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,fgm,experiments\exploration\E1_I0030_home_advantage_accounting\s03_player_reconcile.py,249,"(""fgm"", ""sum""), fg3m=(""fg3m"", ""sum""), ftm=(""ftm"", ""sum""),",NAME_ASSIGN,UNDETERMINABLE_EXPR,[],UNDETERMINABLE_EXPR,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,fg2m,experiments\exploration\E1_I0030_home_advantage_accounting\ha_base.py,104,"t[""fgm""] - t[""fg3m""]",SUBSCRIPT_ASSIGN,COMPOSITE_DIFFERENCE,"[""fgm"", ""fg3m""]",COMPOSITE_DIFFERENCE,"[""fgm"", ""fg3m""]",[],paired game sign flip,game,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E1_I0030_home_advantage_accounting,fg3m,validate_schema.py,105,FG3M,RENAME_TO,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,ftm,experiments\exploration\E0_I0029_freethrow_hurdle\s04_stages.py,11,A * G * C        A = 1{fta>0}    G = fta | A=1    C = ftm/fta | A=1,NAME_ASSIGN,UNDETERMINABLE_EXPR,[],UNDETERMINABLE_EXPR,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,fg_pct,experiments\exploration\E1_I0030_home_advantage_accounting\s01_guards_and_build.py,255,"t[""fgm""] / t[""fga""].replace(0, np.nan)",SUBSCRIPT_ASSIGN,COMPOSITE_RATIO,"[""fgm"", ""fga""]",COMPOSITE_RATIO,"[""fgm"", ""fga""]",[],paired game sign flip,game,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E1_I0030_home_advantage_accounting,fg2_pct,experiments\exploration\E1_I0030_home_advantage_accounting\s01_guards_and_build.py,256,"t[""fg2m""] / t[""fg2a""].replace(0, np.nan)",SUBSCRIPT_ASSIGN,COMPOSITE_RATIO,"[""fg2m"", ""fg2a""]",COMPOSITE_RATIO,"[""fg2m"", ""fg2a""]",[],paired game sign flip,game,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E1_I0030_home_advantage_accounting,fg3_pct,experiments\exploration\E1_I0030_home_advantage_accounting\s01_guards_and_build.py,257,"t[""fg3m""] / t[""fg3a""].replace(0, np.nan)",SUBSCRIPT_ASSIGN,COMPOSITE_RATIO,"[""fg3m"", ""fg3a""]",COMPOSITE_RATIO,"[""fg3m"", ""fg3a""]",[],paired game sign flip,game,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E1_I0030_home_advantage_accounting,ft_pct,experiments\exploration\E1_I0030_home_advantage_accounting\s01_guards_and_build.py,258,"t[""ftm""] / t[""fta""].replace(0, np.nan)",SUBSCRIPT_ASSIGN,COMPOSITE_RATIO,"[""ftm"", ""fta""]",COMPOSITE_RATIO,"[""ftm"", ""fta""]",[],paired game sign flip,game,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E1_I0030_home_advantage_accounting,efg_pct,experiments\exploration\E1_I0030_home_advantage_accounting\s01_guards_and_build.py,259,"(t[""fgm""] + 0.5 * t[""fg3m""]) / t[""fga""].replace(0, np.nan)",SUBSCRIPT_ASSIGN,COMPOSITE_MIXED,"[""fgm"", ""fg3m"", ""fga""]",COMPOSITE_MIXED,"[""fgm"", ""fg3m"", ""fga""]",[],paired game sign flip,game,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E1_I0030_home_advantage_accounting,ts_pct,experiments\exploration\E1_I0030_home_advantage_accounting\s01_guards_and_build.py,260,"t[""pts""] / (2.0 * (t[""fga""] + 0.44 * t[""fta""])).replace(0, np.nan)",SUBSCRIPT_ASSIGN,COMPOSITE_MIXED,"[""pts"", ""fga"", ""fta""]",COMPOSITE_MIXED,"[""pts"", ""fga"", ""fta""]",[],paired game sign flip,game,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E1_I0030_home_advantage_accounting,oreb,experiments\exploration\E1_I0030_home_advantage_accounting\s00_prereg.py,39,"""offensive rebounds""",TUPLE_PAIR,UNDETERMINABLE_SITE,[],UNDETERMINABLE_SITE,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,dreb,experiments\exploration\E1_I0030_home_advantage_accounting\s00_prereg.py,40,"""defensive rebounds""",TUPLE_PAIR,UNDETERMINABLE_SITE,[],UNDETERMINABLE_SITE,[],[],,,UNDETERMINABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,tov,experiments\exploration\E0_I0005_turnover_interaction\build_data.py,23,"pd.read_parquet(f""{ROOT}/turnover_targets_v1/player_turnover_targets_v1.parquet"")",NAME_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,ast,features\fam_e.py,262,"ctx.team_cols_on_P([""astrate_sew_c""])[""t_astrate_sew_c""]",NAME_ASSIGN,ATOMIC,"[""t_astrate_sew_c""]",ATOMIC,"[""t_astrate_sew_c""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,pf,experiments\exploration\E1_I0030_home_advantage_accounting\s02_team_effect.py,55,"paired_frame(t, cand)",NAME_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,fouls_drawn,experiments\exploration\E1_I0030_home_advantage_accounting\s01_guards_and_build.py,261,"pd.to_numeric(t[""fouls_drawn""], errors=""coerce"").astype(float)",SUBSCRIPT_ASSIGN,ATOMIC,"[""fouls_drawn""]",ATOMIC,"[""fouls_drawn""]",[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,pts_per_min,experiments\exploration\E1_I0030_home_advantage_accounting\s01_guards_and_build.py,254,"t[""pts""] / t[""minutes""]",SUBSCRIPT_ASSIGN,COMPOSITE_RATIO,"[""pts"", ""minutes""]",COMPOSITE_RATIO,"[""pts"", ""minutes""]",[],paired game sign flip,game,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E1_I0030_home_advantage_accounting,REF_EXPANDING_COMPLETE,experiments\exploration\E1_I0030_home_advantage_accounting\s04_main_effect.py,123,chain(,SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,REF_EWMA8_COMPLETE,experiments\exploration\E1_I0030_home_advantage_accounting\s04_main_effect.py,125,chain(,SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,REF_VENUE_SPLIT_EXPANDING,experiments\exploration\E1_I0030_home_advantage_accounting\s04_main_effect.py,132,chain(,SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,REF_VENUE_SPLIT_EWMA8,experiments\exploration\E1_I0030_home_advantage_accounting\s04_main_effect.py,134,chain(,SUBSCRIPT_ASSIGN,ATOMIC,[],ATOMIC,[],[],,,NOT_APPLICABLE,,,EXPRESSION_PARSE
E1_I0030_home_advantage_accounting,pts_eq,experiments\exploration\E1_I0030_home_advantage_accounting\s03_player_reconcile.py,250,"(""pts"", ""mean""), min_eq=(""minutes"", ""mean""),",NAME_ASSIGN,UNDETERMINABLE_EXPR,[],ATOMIC_AGG,"[""player-game quantity"", ""team-game player count""]","[""player-game"", ""team-game""]",paired game sign flip,game,NOT_EXPOSED,"team-game mean of a player-game quantity, differenced within game; the game-level cluster is coarser than every component","s03_player_reconcile.py:246-254, :295",SOURCE_READ
E1_I0030_home_advantage_accounting,min_eq,experiments\exploration\E1_I0030_home_advantage_accounting\s03_player_reconcile.py,273,"""mean player minutes""",TUPLE_PAIR,UNDETERMINABLE_SITE,[],ATOMIC_AGG,"[""player-game quantity"", ""team-game player count""]","[""player-game"", ""team-game""]",paired game sign flip,game,NOT_EXPOSED,"team-game mean of a player-game quantity, differenced within game; the game-level cluster is coarser than every component","s03_player_reconcile.py:246-254, :295",SOURCE_READ
E1_I0030_home_advantage_accounting,ppm_eq,experiments\exploration\E1_I0030_home_advantage_accounting\s03_player_reconcile.py,252,"(""ppm"", ""mean""), fgapm_eq=(""fga_per_min"", ""mean""),",NAME_ASSIGN,UNDETERMINABLE_EXPR,[],COMPOSITE_RATIO,"[""player-game quantity"", ""team-game player count""]","[""player-game"", ""team-game""]",paired game sign flip,game,NOT_EXPOSED,"team-game mean of a player-game quantity, differenced within game; the game-level cluster is coarser than every component","s03_player_reconcile.py:246-254, :295",SOURCE_READ
E1_I0030_home_advantage_accounting,ppm_mw,experiments\exploration\E1_I0030_home_advantage_accounting\s03_player_reconcile.py,255,"tg[""pts""] / tg[""minutes""]",SUBSCRIPT_ASSIGN,COMPOSITE_RATIO,"[""pts"", ""minutes""]",COMPOSITE_RATIO,"[""pts"", ""minutes""]",[],paired game sign flip,game,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E1_I0030_home_advantage_accounting,fga_eq,experiments\exploration\E1_I0030_home_advantage_accounting\s03_player_reconcile.py,251,"(""fga"", ""mean""), fta_eq=(""fta"", ""mean""), fg3a_eq=(""fg3a"", ""mean""),",NAME_ASSIGN,UNDETERMINABLE_EXPR,[],ATOMIC_AGG,"[""player-game quantity"", ""team-game player count""]","[""player-game"", ""team-game""]",paired game sign flip,game,NOT_EXPOSED,"team-game mean of a player-game quantity, differenced within game; the game-level cluster is coarser than every component","s03_player_reconcile.py:246-254, :295",SOURCE_READ
E1_I0030_home_advantage_accounting,fga_per_min_mw,experiments\exploration\E1_I0030_home_advantage_accounting\s03_player_reconcile.py,256,"tg[""fga""] / tg[""minutes""]",SUBSCRIPT_ASSIGN,COMPOSITE_RATIO,"[""fga"", ""minutes""]",COMPOSITE_RATIO,"[""fga"", ""minutes""]",[],paired game sign flip,game,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E1_I0030_home_advantage_accounting,fgapm_eq,experiments\exploration\E1_I0030_home_advantage_accounting\s03_player_reconcile.py,278,"""mean player FGA-per-minute (equal weight",TUPLE_PAIR,UNDETERMINABLE_SITE,[],COMPOSITE_RATIO,"[""player-game quantity"", ""team-game player count""]","[""player-game"", ""team-game""]",paired game sign flip,game,NOT_EXPOSED,"team-game mean of a player-game quantity, differenced within game; the game-level cluster is coarser than every component","s03_player_reconcile.py:246-254, :295",SOURCE_READ
E1_I0030_home_advantage_accounting,fta_eq,experiments\exploration\E1_I0030_home_advantage_accounting\s03_player_reconcile.py,279,"""mean player FTA""",TUPLE_PAIR,UNDETERMINABLE_SITE,[],ATOMIC_AGG,"[""player-game quantity"", ""team-game player count""]","[""player-game"", ""team-game""]",paired game sign flip,game,NOT_EXPOSED,"team-game mean of a player-game quantity, differenced within game; the game-level cluster is coarser than every component","s03_player_reconcile.py:246-254, :295",SOURCE_READ
E1_I0030_home_advantage_accounting,fta_per_min_mw,experiments\exploration\E1_I0030_home_advantage_accounting\s03_player_reconcile.py,257,"tg[""fta""] / tg[""minutes""]",SUBSCRIPT_ASSIGN,COMPOSITE_RATIO,"[""fta"", ""minutes""]",COMPOSITE_RATIO,"[""fta"", ""minutes""]",[],paired game sign flip,game,NOT_EXPOSED,"paired GAME sign flip; the game is the coarsest entity any component of a team-game statistic can vary at, so the cluster covers every component",screen source,EXPRESSION_PARSE + SCREEN_LEVEL_RECORD
E1_I0030_home_advantage_accounting,ftapm_eq,experiments\exploration\E1_I0030_home_advantage_accounting\s03_player_reconcile.py,253,"(""fta_per_min"", ""mean""))",NAME_ASSIGN,BUNDLE,"[""fta_per_min"", ""mean""]",COMPOSITE_RATIO,"[""player-game quantity"", ""team-game player count""]","[""player-game"", ""team-game""]",paired game sign flip,game,NOT_EXPOSED,"team-game mean of a player-game quantity, differenced within game; the game-level cluster is coarser than every component","s03_player_reconcile.py:246-254, :295",SOURCE_READ
